date,machine_id,shift,target_units,units_produced,defective_units,downtime_minutes,shift_duration_min,failure_flag
2026-04-19,M3,Evening,396,381,6,16,480,False
2026-04-19,M3,Night,364,337,3,16,480,False
2026-04-19,M4,Morning,350,336,4,26,480,False
2026-04-19,M4,Evening,350,334,5,18,480,False
2026-04-19,M4,Night,322,318,8,19,480,False
2026-04-19,M5,Morning,385,359,8,15,480,False
2026-04-19,M5,Evening,385,337,11,20,480,False
2026-04-19,M5,Night,354,336,7,13,480,False
2026-04-20,M1,Morning,600,560,6,35,480,False
2026-04-20,M1,Evening,600,541,8,16,480,False
2026-04-20,M1,Night,552,540,11,10,480,False
2026-04-20,M2,Morning,533,521,13,23,480,False
2026-04-20,M2,Evening,533,512,18,34,480,False
2026-04-20,M2,Night,490,450,14,21,480,False
2026-04-20,M3,Morning,566,540,6,17,480,False
2026-04-20,M3,Evening,566,518,13,26,480,False
2026-04-20,M3,Night,520,456,9,27,480,False
2026-04-20,M4,Morning,500,467,12,21,480,False
2026-04-20,M4,Evening,500,475,9,10,480,False
2026-04-20,M4,Night,460,416,10,19,480,False
2026-04-20,M5,Morning,550,514,10,17,480,False
2026-04-20,M5,Evening,550,534,10,9,480,False
2026-04-20,M5,Night,506,486,10,19,480,False
2026-04-21,M1,Morning,600,592,12,21,480,False
2026-04-21,M1,Evening,600,542,11,23,480,False
2026-04-21,M1,Night,552,493,11,19,480,False
2026-04-21,M2,Morning,533,501,14,21,480,False
2026-04-21,M2,Evening,533,524,8,20,480,False
2026-04-21,M2,Night,490,461,7,26,480,False
2026-04-21,M3,Morning,566,571,12,22,480,False
2026-04-21,M3,Evening,566,533,9,6,480,False
2026-04-21,M3,Night,520,477,6,31,480,False
2026-04-21,M4,Morning,500,468,9,25,480,False
2026-04-21,M4,Evening,500,453,7,19,480,False
2026-04-21,M4,Night,460,446,11,20,480,False
2026-04-21,M5,Morning,550,518,12,20,480,False
2026-04-21,M5,Evening,550,500,11,11,480,False
2026-04-21,M5,Night,506,476,9,37,480,False
2026-04-22,M1,Morning,600,563,7,18,480,False
2026-04-22,M1,Evening,600,573,18,14,480,False
2026-04-22,M1,Night,552,492,13,9,480,False
2026-04-22,M2,Morning,533,494,10,18,480,False
2026-04-22,M2,Evening,533,512,9,17,480,False
2026-04-22,M2,Night,490,460,10,19,480,False
2026-04-22,M3,Morning,566,539,14,22,480,False
2026-04-22,M3,Evening,566,539,6,19,480,False
2026-04-22,M3,Night,520,496,13,14,480,False
2026-04-22,M4,Morning,500,460,8,23,480,False
2026-04-22,M4,Evening,500,485,9,25,480,False
2026-04-22,M4,Night,460,434,9,17,480,False
2026-04-22,M5,Morning,550,529,12,35,480,False
2026-04-22,M5,Evening,550,502,12,15,480,False
2026-04-22,M5,Night,506,462,10,20,480,False
2026-04-23,M1,Morning,600,612,12,11,480,False
2026-04-23,M1,Evening,600,568,5,18,480,False
2026-04-23,M1,Night,552,519,13,26,480,False
2026-04-23,M2,Morning,533,492,10,13,480,False
2026-04-23,M2,Evening,533,482,11,10,480,False
2026-04-23,M2,Night,490,454,7,23,480,False
2026-04-23,M3,Morning,566,562,7,5,480,False
2026-04-23,M3,Evening,566,529,11,20,480,False
2026-04-23,M3,Night,520,481,10,21,480,False
2026-04-23,M4,Morning,500,485,4,16,480,False
2026-04-23,M4,Evening,500,473,7,31,480,False
2026-04-23,M4,Night,460,423,9,23,480,False
2026-04-23,M5,Morning,550,507,5,16,480,False
2026-04-23,M5,Evening,550,533,10,13,480,False
2026-04-23,M5,Night,506,489,9,15,480,False
2026-04-24,M1,Morning,600,566,15,36,480,False
2026-04-24,M1,Evening,600,578,16,15,480,False
2026-04-24,M1,Night,552,501,11,19,480,False
2026-04-24,M2,Morning,533,483,10,22,480,False
2026-04-24,M2,Evening,533,506,12,21,480,False
2026-04-24,M2,Night,490,453,8,10,480,False
2026-04-24,M3,Morning,566,562,12,17,480,False
2026-04-24,M3,Evening,566,516,20,11,480,False
2026-04-24,M3,Night,520,482,11,23,480,False
2026-04-24,M4,Morning,500,484,15,22,480,False
2026-04-24,M4,Evening,500,454,9,21,480,False
2026-04-24,M4,Night,460,460,6,27,480,False
2026-04-24,M5,Morning,550,519,14,18,480,False
2026-04-24,M5,Evening,550,503,13,23,480,False
2026-04-24,M5,Night,506,490,10,14,480,False
2026-04-25,M1,Morning,420,375,10,22,480,False
2026-04-25,M1,Evening,420,382,7,15,480,False
2026-04-25,M1,Night,386,345,5,11,480,False
2026-04-25,M2,Morning,373,346,6,7,480,False
2026-04-25,M2,Evening,373,373,11,13,480,False
2026-04-25,M2,Night,343,325,7,27,480,False
2026-04-25,M3,Morning,396,362,10,15,480,False
2026-04-25,M3,Evening,396,356,9,28,480,False
2026-04-25,M3,Night,364,370,5,24,480,False
2026-04-25,M4,Morning,350,324,8,8,480,False
2026-04-25,M4,Evening,350,315,5,19,480,False
2026-04-25,M4,Night,322,296,7,26,480,False
2026-04-25,M5,Morning,385,368,11,22,480,False
2026-04-25,M5,Evening,385,347,10,14,480,False
2026-04-25,M5,Night,354,342,10,22,480,False
2026-04-26,M1,Morning,420,375,6,28,480,False
2026-04-26,M1,Evening,420,392,8,24,480,False
2026-04-26,M1,Night,386,370,8,17,480,False
2026-04-26,M2,Morning,373,347,9,23,480,False
2026-04-26,M2,Evening,373,347,9,18,480,False
2026-04-26,M2,Night,343,313,5,12,480,False
2026-04-26,M3,Morning,396,369,10,13,480,False
2026-04-26,M3,Evening,396,374,6,17,480,False
2026-04-26,M3,Night,364,325,6,17,480,False
2026-04-26,M4,Morning,350,334,7,10,480,False
2026-04-26,M4,Evening,350,340,7,20,480,False
2026-04-26,M4,Night,322,302,5,20,480,False
2026-04-26,M5,Morning,385,367,4,15,480,False
2026-04-26,M5,Evening,385,358,8,27,480,False
2026-04-26,M5,Night,354,324,6,15,480,False
2026-04-27,M1,Morning,600,549,10,24,480,False
2026-04-27,M1,Evening,600,545,13,6,480,False
2026-04-27,M1,Night,552,509,10,31,480,False
2026-04-27,M2,Morning,533,496,4,4,480,False
2026-04-27,M2,Evening,533,501,12,21,480,False
2026-04-27,M2,Night,490,463,13,15,480,False
2026-04-27,M3,Morning,566,547,6,12,480,False
2026-04-27,M3,Evening,566,501,10,18,480,False
2026-04-27,M3,Night,520,490,10,12,480,False
2026-04-27,M4,Morning,500,467,6,29,480,False
2026-04-27,M4,Evening,500,465,8,30,480,False
2026-04-27,M4,Night,460,415,6,11,480,False
2026-04-27,M5,Morning,550,515,12,24,480,False
2026-04-27,M5,Evening,550,559,4,23,480,False
2026-04-27,M5,Night,506,467,8,14,480,False
2026-04-28,M1,Morning,600,547,17,25,480,False
2026-04-28,M1,Evening,600,564,16,8,480,False
2026-04-28,M1,Night,552,496,4,14,480,False
2026-04-28,M2,Morning,533,503,11,20,480,False
2026-04-28,M2,Evening,533,478,12,20,480,False
2026-04-28,M2,Night,490,471,5,21,480,False
2026-04-28,M3,Morning,566,511,10,23,480,False
2026-04-28,M3,Evening,566,533,9,19,480,False
2026-04-28,M3,Night,520,464,13,17,480,False
2026-04-28,M4,Morning,500,486,9,15,480,False
2026-04-28,M4,Evening,500,458,12,14,480,False
2026-04-28,M4,Night,460,441,8,4,480,False
2026-04-28,M5,Morning,550,507,7,19,480,False
2026-04-28,M5,Evening,550,497,13,18,480,False
2026-04-28,M5,Night,506,472,12,26,480,False
2026-04-29,M1,Morning,600,563,9,6,480,False
2026-04-29,M1,Evening,600,551,10,19,480,False
2026-04-29,M1,Night,552,513,13,14,480,False
2026-04-29,M2,Morning,533,500,14,21,480,False
2026-04-29,M2,Evening,533,500,9,14,480,False
2026-04-29,M2,Night,490,448,8,24,480,False
2026-04-29,M3,Morning,566,528,7,31,480,False
2026-04-29,M3,Evening,566,537,7,16,480,False
2026-04-29,M3,Night,520,490,15,11,480,False
2026-04-29,M4,Morning,500,484,14,14,480,False
2026-04-29,M4,Evening,500,465,7,17,480,False
2026-04-29,M4,Night,460,431,11,27,480,False
2026-04-29,M5,Morning,550,504,5,19,480,False
2026-04-29,M5,Evening,550,521,12,16,480,False
2026-04-29,M5,Night,506,477,14,21,480,False
2026-04-30,M1,Morning,600,557,10,17,480,False
2026-04-30,M1,Evening,600,593,12,19,480,False
2026-04-30,M1,Night,552,510,14,33,480,False
2026-04-30,M2,Morning,533,508,11,19,480,False
2026-04-30,M2,Evening,533,462,12,20,480,False
2026-04-30,M2,Night,490,466,8,16,480,False
2026-04-30,M3,Morning,566,525,14,16,480,False
2026-04-30,M3,Evening,566,567,13,10,480,False
2026-04-30,M3,Night,520,486,8,3,480,False
2026-04-30,M4,Morning,500,493,12,23,480,False
2026-04-30,M4,Evening,500,472,6,15,480,False
2026-04-30,M4,Night,460,444,6,0,480,False
2026-04-30,M5,Morning,550,513,10,20,480,False
2026-04-30,M5,Evening,550,529,13,21,480,False
2026-04-30,M5,Night,506,493,6,22,480,False
2026-05-01,M1,Morning,600,575,8,8,480,False
2026-05-01,M1,Evening,600,550,9,24,480,False
2026-05-01,M1,Night,552,508,8,14,480,False
2026-05-01,M2,Morning,533,518,11,17,480,False
2026-05-01,M2,Evening,533,499,14,13,480,False
2026-05-01,M2,Night,490,479,11,18,480,False
2026-05-01,M3,Morning,566,574,8,16,480,False
2026-05-01,M3,Evening,566,511,14,31,480,False
2026-05-01,M3,Night,520,514,15,17,480,False
2026-05-01,M4,Morning,500,464,5,33,480,False
2026-05-01,M4,Evening,500,477,9,28,480,False
2026-05-01,M4,Night,460,418,10,17,480,False
2026-05-01,M5,Morning,550,527,11,8,480,False
2026-05-01,M5,Evening,550,518,14,18,480,False
2026-05-01,M5,Night,506,487,7,19,480,False
2026-05-02,M1,Morning,420,386,10,19,480,False
2026-05-02,M1,Evening,420,403,11,24,480,False
2026-05-02,M1,Night,386,366,5,19,480,False
2026-05-02,M2,Morning,373,344,6,16,480,False
2026-05-02,M2,Evening,373,339,3,14,480,False
2026-05-02,M2,Night,343,324,4,19,480,False
2026-05-02,M3,Morning,396,394,11,31,480,False
2026-05-02,M3,Evening,396,376,10,13,480,False
2026-05-02,M3,Night,364,335,1,27,480,False
2026-05-02,M4,Morning,350,345,6,17,480,False
2026-05-02,M4,Evening,350,321,7,27,480,False
2026-05-02,M4,Night,322,285,6,17,480,False
2026-05-02,M5,Morning,385,363,8,17,480,False
2026-05-02,M5,Evening,385,360,7,26,480,False
2026-05-02,M5,Night,354,337,7,10,480,False
2026-05-03,M1,Morning,420,390,10,19,480,False
2026-05-03,M1,Evening,420,403,13,26,480,False
2026-05-03,M1,Night,386,363,6,0,480,False
2026-05-03,M2,Morning,373,348,6,22,480,False
2026-05-03,M2,Evening,373,348,6,6,480,False
2026-05-03,M2,Night,343,312,7,31,480,False
2026-05-03,M3,Morning,396,371,8,26,480,False
2026-05-03,M3,Evening,396,362,8,13,480,False
2026-05-03,M3,Night,364,351,8,21,480,False
2026-05-03,M4,Morning,350,320,8,34,480,False
2026-05-03,M4,Evening,350,318,6,20,480,False
2026-05-03,M4,Night,322,310,5,0,480,False
2026-05-03,M5,Morning,385,377,10,6,480,False
2026-05-03,M5,Evening,385,354,11,29,480,False
2026-05-03,M5,Night,354,342,7,19,480,False
2026-05-04,M1,Morning,600,561,16,12,480,False
2026-05-04,M1,Evening,600,549,15,18,480,False
2026-05-04,M1,Night,552,541,9,18,480,False
2026-05-04,M2,Morning,533,486,10,8,480,False
2026-05-04,M2,Evening,533,493,6,24,480,False
2026-05-04,M2,Night,490,471,5,28,480,False
2026-05-04,M3,Morning,566,574,12,14,480,False
2026-05-04,M3,Evening,566,577,8,19,480,False
2026-05-04,M3,Night,520,491,14,21,480,False
2026-05-04,M4,Morning,500,462,7,16,480,False
2026-05-04,M4,Evening,500,454,10,15,480,False
2026-05-04,M4,Night,460,411,12,15,480,False
2026-05-04,M5,Morning,550,496,10,19,480,False
2026-05-04,M5,Evening,550,488,11,11,480,False
2026-05-04,M5,Night,506,501,12,16,480,False
2026-05-05,M1,Morning,600,550,11,23,480,False
2026-05-05,M1,Evening,600,563,11,19,480,False
2026-05-05,M1,Night,552,508,10,4,480,False
2026-05-05,M2,Morning,533,516,12,13,480,False
2026-05-05,M2,Evening,533,531,11,11,480,False
2026-05-05,M2,Night,490,473,11,22,480,False
2026-05-05,M3,Morning,566,524,12,17,480,False
2026-05-05,M3,Evening,566,541,5,16,480,False
2026-05-05,M3,Night,520,515,8,14,480,False
2026-05-05,M4,Morning,500,463,6,3,480,False
2026-05-05,M4,Evening,500,466,10,18,480,False
2026-05-05,M4,Night,460,430,9,26,480,False
2026-05-05,M5,Morning,550,513,9,17,480,False
2026-05-05,M5,Evening,550,526,16,14,480,False
2026-05-05,M5,Night,506,477,11,12,480,False
2026-05-06,M1,Morning,600,564,7,6,480,False
2026-05-06,M1,Evening,600,570,11,20,480,False
2026-05-06,M1,Night,552,518,8,18,480,False
2026-05-06,M2,Morning,533,481,14,9,480,False
2026-05-06,M2,Evening,533,497,7,23,480,False
2026-05-06,M2,Night,490,455,8,25,480,False
2026-05-06,M3,Morning,566,532,13,12,480,False
2026-05-06,M3,Evening,566,508,11,16,480,False
2026-05-06,M3,Night,520,498,10,20,480,False
2026-05-06,M4,Morning,500,445,14,18,480,False
2026-05-06,M4,Evening,500,480,8,21,480,False
2026-05-06,M4,Night,460,414,10,16,480,False
2026-05-06,M5,Morning,550,517,13,10,480,False
2026-05-06,M5,Evening,550,505,12,34,480,False
2026-05-06,M5,Night,506,473,12,18,480,False
2026-05-07,M1,Morning,600,598,6,19,480,False
2026-05-07,M1,Evening,600,534,3,21,480,False
2026-05-07,M1,Night,552,521,10,18,480,False
2026-05-07,M2,Morning,533,543,11,22,480,False
2026-05-07,M2,Evening,533,490,11,17,480,False
2026-05-07,M2,Night,490,454,14,27,480,False
2026-05-07,M3,Morning,566,534,4,16,480,False
2026-05-07,M3,Evening,566,577,11,27,480,False
2026-05-07,M3,Night,520,511,11,13,480,False
2026-05-07,M4,Morning,500,433,11,13,480,False
2026-05-07,M4,Evening,500,472,6,17,480,False
2026-05-07,M4,Night,460,432,10,11,480,False
2026-05-07,M5,Morning,550,536,9,7,480,False
2026-05-07,M5,Evening,550,515,11,20,480,False
2026-05-07,M5,Night,506,496,10,18,480,False
2026-05-08,M1,Morning,600,544,14,20,480,False
2026-05-08,M1,Evening,600,556,5,29,480,False
2026-05-08,M1,Night,552,498,9,21,480,False
2026-05-08,M2,Morning,533,481,6,3,480,False
2026-05-08,M2,Evening,533,512,9,40,480,False
2026-05-08,M2,Night,490,445,7,15,480,False
2026-05-08,M3,Morning,566,536,10,23,480,False
2026-05-08,M3,Evening,566,515,7,6,480,False
2026-05-08,M3,Night,520,454,8,17,480,False
2026-05-08,M4,Morning,500,460,13,28,480,False
2026-05-08,M4,Evening,500,464,5,15,480,False
2026-05-08,M4,Night,460,424,7,14,480,False
2026-05-08,M5,Morning,550,506,9,14,480,False
2026-05-08,M5,Evening,550,520,12,12,480,False
2026-05-08,M5,Night,506,494,7,7,480,False
2026-05-09,M1,Morning,420,399,6,21,480,False
2026-05-09,M1,Evening,420,364,11,24,480,False
2026-05-09,M1,Night,386,345,4,31,480,False
2026-05-09,M2,Morning,373,342,5,2,480,False
2026-05-09,M2,Evening,373,346,7,24,480,False
2026-05-09,M2,Night,343,308,3,22,480,False
2026-05-09,M3,Morning,396,384,4,26,480,False
2026-05-09,M3,Evening,396,372,10,18,480,False
2026-05-09,M3,Night,364,314,6,26,480,False
2026-05-09,M4,Morning,350,319,6,17,480,False
2026-05-09,M4,Evening,350,298,9,12,480,False
2026-05-09,M4,Night,322,307,6,28,480,False
2026-05-09,M5,Morning,385,366,7,12,480,False
2026-05-09,M5,Evening,385,371,3,23,480,False
2026-05-09,M5,Night,354,321,9,20,480,False
2026-05-10,M1,Morning,420,402,9,6,480,False
2026-05-10,M1,Evening,420,383,9,20,480,False
2026-05-10,M1,Night,386,376,9,12,480,False
2026-05-10,M2,Morning,373,341,7,2,480,False
2026-05-10,M2,Evening,373,369,9,28,480,False
2026-05-10,M2,Night,343,306,9,35,480,False
2026-05-10,M3,Morning,396,356,9,19,480,False
2026-05-10,M3,Evening,396,353,8,25,480,False
2026-05-10,M3,Night,364,335,9,7,480,False
2026-05-10,M4,Morning,350,313,7,19,480,False
2026-05-10,M4,Evening,350,321,8,23,480,False
2026-05-10,M4,Night,322,310,6,23,480,False
2026-05-10,M5,Morning,385,356,12,13,480,False
2026-05-10,M5,Evening,385,386,8,9,480,False
2026-05-10,M5,Night,354,347,7,25,480,False
2026-05-11,M1,Morning,600,586,14,14,480,False
2026-05-11,M1,Evening,600,581,12,24,480,False
2026-05-11,M1,Night,552,483,11,14,480,False
2026-05-11,M2,Morning,533,527,13,20,480,False
2026-05-11,M2,Evening,533,508,8,30,480,False
2026-05-11,M2,Night,490,489,11,30,480,False
2026-05-11,M3,Morning,566,522,8,19,480,False
2026-05-11,M3,Evening,566,539,10,23,480,False
2026-05-11,M3,Night,520,493,7,22,480,False
2026-05-11,M4,Morning,500,482,11,27,480,False
2026-05-11,M4,Evening,500,451,11,10,480,False
2026-05-11,M4,Night,460,417,7,12,480,False
2026-05-11,M5,Morning,550,476,42,32,480,False
2026-05-11,M5,Evening,550,488,69,27,480,False
2026-05-11,M5,Night,506,442,61,25,480,False
2026-05-12,M1,Morning,600,571,21,17,480,False
2026-05-12,M1,Evening,600,558,12,26,480,False
2026-05-12,M1,Night,552,493,5,14,480,False
2026-05-12,M2,Morning,533,474,9,22,480,False
2026-05-12,M2,Evening,533,486,6,19,480,False
2026-05-12,M2,Night,490,473,5,25,480,False
2026-05-12,M3,Morning,566,545,15,27,480,False
2026-05-12,M3,Evening,566,569,11,19,480,False
2026-05-12,M3,Night,520,482,10,30,480,False
2026-05-12,M4,Morning,500,449,7,29,480,False
2026-05-12,M4,Evening,500,485,9,25,480,False
2026-05-12,M4,Night,460,437,13,19,480,False
2026-05-12,M5,Morning,550,485,65,21,480,False
2026-05-12,M5,Evening,550,465,66,30,480,False
2026-05-12,M5,Night,506,449,57,36,480,False
2026-05-13,M1,Morning,600,550,7,12,480,False
2026-05-13,M1,Evening,600,539,16,30,480,False
2026-05-13,M1,Night,552,524,15,20,480,False
2026-05-13,M2,Morning,533,499,9,16,480,False
2026-05-13,M2,Evening,533,476,11,18,480,False
2026-05-13,M2,Night,490,471,10,18,480,False
2026-05-13,M3,Morning,566,517,11,24,480,False
2026-05-13,M3,Evening,566,512,11,20,480,False
2026-05-13,M3,Night,520,477,8,20,480,False
2026-05-13,M4,Morning,500,452,10,12,480,False
2026-05-13,M4,Evening,500,485,17,13,480,False
2026-05-13,M4,Night,460,439,7,26,480,False
2026-05-13,M5,Morning,550,496,12,12,480,False
2026-05-13,M5,Evening,550,513,8,25,480,False
2026-05-13,M5,Night,506,462,11,16,480,False
2026-05-14,M1,Morning,600,561,12,13,480,False
2026-05-14,M1,Evening,600,567,17,13,480,False
2026-05-14,M1,Night,552,538,16,13,480,False
2026-05-14,M2,Morning,533,477,11,15,480,False
2026-05-14,M2,Evening,533,530,11,13,480,False
2026-05-14,M2,Night,490,443,12,15,480,False
2026-05-14,M3,Morning,566,532,14,15,480,False
2026-05-14,M3,Evening,566,531,11,24,480,False
2026-05-14,M3,Night,520,498,10,19,480,False
2026-05-14,M4,Morning,500,464,6,21,480,False
2026-05-14,M4,Evening,500,498,8,13,480,False
2026-05-14,M4,Night,460,420,11,22,480,False
2026-05-14,M5,Morning,550,514,8,19,480,False
2026-05-14,M5,Evening,550,491,11,25,480,False
2026-05-14,M5,Night,506,456,5,30,480,False
2026-05-15,M1,Morning,600,552,15,18,480,False
2026-05-15,M1,Evening,600,561,13,12,480,False
2026-05-15,M1,Night,552,521,10,9,480,False
2026-05-15,M2,Morning,533,506,10,18,480,False
2026-05-15,M2,Evening,533,481,15,25,480,False
2026-05-15,M2,Night,490,474,9,6,480,False
2026-05-15,M3,Morning,566,565,12,13,480,False
2026-05-15,M3,Evening,566,539,15,19,480,False
2026-05-15,M3,Night,520,508,14,11,480,False
2026-05-15,M4,Morning,500,459,12,0,480,False
2026-05-15,M4,Evening,500,467,6,15,480,False
2026-05-15,M4,Night,460,428,8,15,480,False
2026-05-15,M5,Morning,550,498,17,32,480,False
2026-05-15,M5,Evening,550,497,15,16,480,False
2026-05-15,M5,Night,506,477,10,14,480,False
2026-05-16,M1,Morning,420,407,9,15,480,False
2026-05-16,M1,Evening,420,378,6,7,480,False
2026-05-16,M1,Night,386,362,5,17,480,False
2026-05-16,M2,Morning,373,365,10,18,480,False
2026-05-16,M2,Evening,373,349,11,22,480,False
2026-05-16,M2,Night,343,319,4,22,480,False
2026-05-16,M3,Morning,396,382,6,21,480,False
2026-05-16,M3,Evening,396,367,7,1,480,False
2026-05-16,M3,Night,364,339,9,14,480,False
2026-05-16,M4,Morning,350,329,5,21,480,False
2026-05-16,M4,Evening,350,326,5,28,480,False
2026-05-16,M4,Night,322,311,5,22,480,False
2026-05-16,M5,Morning,385,368,9,7,480,False
2026-05-16,M5,Evening,385,373,6,16,480,False
2026-05-16,M5,Night,354,360,8,16,480,False
2026-05-17,M1,Morning,420,367,11,9,480,False
2026-05-17,M1,Evening,420,382,7,29,480,False
2026-05-17,M1,Night,386,371,7,21,480,False
2026-05-17,M2,Morning,373,343,7,19,480,False
2026-05-17,M2,Evening,373,361,10,22,480,False
2026-05-17,M2,Night,343,318,8,18,480,False
2026-05-17,M3,Morning,396,359,7,19,480,False
2026-05-17,M3,Evening,396,383,8,10,480,False
2026-05-17,M3,Night,364,342,7,20,480,False
2026-05-17,M4,Morning,350,338,9,14,480,False
2026-05-17,M4,Evening,350,322,5,24,480,False
2026-05-17,M4,Night,322,316,6,17,480,False
2026-05-17,M5,Morning,385,378,9,22,480,False
2026-05-17,M5,Evening,385,348,9,12,480,False
2026-05-17,M5,Night,354,320,6,14,480,False
2026-05-18,M1,Morning,600,560,7,26,480,False
2026-05-18,M1,Evening,600,584,6,26,480,False
2026-05-18,M1,Night,552,505,13,18,480,False
2026-05-18,M2,Morning,533,501,10,27,480,False
2026-05-18,M2,Evening,533,481,12,27,480,False
2026-05-18,M2,Night,490,471,16,15,480,False
2026-05-18,M3,Morning,566,548,11,28,480,False
2026-05-18,M3,Evening,566,531,10,28,480,False
2026-05-18,M3,Night,520,481,6,15,480,False
2026-05-18,M4,Morning,500,479,14,20,480,False
2026-05-18,M4,Evening,500,489,6,16,480,False
2026-05-18,M4,Night,460,428,9,19,480,False
2026-05-18,M5,Morning,550,528,10,20,480,False
2026-05-18,M5,Evening,550,516,8,18,480,False
2026-05-18,M5,Night,506,473,9,19,480,False
2026-05-19,M1,Morning,600,565,10,28,480,False
2026-05-19,M1,Evening,600,542,9,39,480,False
2026-05-19,M1,Night,552,501,6,24,480,False
2026-05-19,M2,Morning,533,467,9,34,480,False
2026-05-19,M2,Evening,533,476,4,8,480,False
2026-05-19,M2,Night,490,473,13,15,480,False
2026-05-19,M3,Morning,566,543,16,32,480,False
2026-05-19,M3,Evening,566,527,4,13,480,False
2026-05-19,M3,Night,520,482,9,17,480,False
2026-05-19,M4,Morning,500,486,14,17,480,False
2026-05-19,M4,Evening,500,486,11,19,480,False
2026-05-19,M4,Night,460,444,9,34,480,False
2026-05-19,M5,Morning,550,493,9,18,480,False
2026-05-19,M5,Evening,550,524,15,19,480,False
2026-05-19,M5,Night,506,454,12,24,480,False
2026-05-20,M1,Morning,600,529,11,7,480,False
2026-05-20,M1,Evening,600,552,9,25,480,False
2026-05-20,M1,Night,552,520,7,25,480,False
2026-05-20,M2,Morning,533,478,11,13,480,False
2026-05-20,M2,Evening,533,495,12,22,480,False
2026-05-20,M2,Night,490,480,10,21,480,False
2026-05-20,M3,Morning,566,524,12,22,480,False
2026-05-20,M3,Evening,566,530,5,21,480,False
2026-05-20,M3,Night,520,494,8,9,480,False
2026-05-20,M4,Morning,500,492,12,17,480,False
2026-05-20,M4,Evening,500,452,7,28,480,False
2026-05-20,M4,Night,460,434,8,22,480,False
2026-05-20,M5,Morning,550,503,15,28,480,False
2026-05-20,M5,Evening,550,509,9,0,480,False
2026-05-20,M5,Night,506,453,6,20,480,False
2026-05-21,M1,Morning,600,558,7,17,480,False
2026-05-21,M1,Evening,600,573,14,5,480,False
2026-05-21,M1,Night,552,516,7,25,480,False
2026-05-21,M2,Morning,533,513,8,13,480,False
2026-05-21,M2,Evening,533,493,4,21,480,False
2026-05-21,M2,Night,490,456,12,11,480,False
2026-05-21,M3,Morning,566,521,6,11,480,False
2026-05-21,M3,Evening,566,511,14,14,480,False
2026-05-21,M3,Night,520,490,9,10,480,False
2026-05-21,M4,Morning,500,467,11,10,480,False
2026-05-21,M4,Evening,500,482,8,15,480,False
2026-05-21,M4,Night,460,439,7,19,480,False
2026-05-21,M5,Morning,550,511,11,2,480,False
2026-05-21,M5,Evening,550,486,12,26,480,False
2026-05-21,M5,Night,506,461,9,21,480,False
2026-05-22,M1,Morning,600,576,5,12,480,False
2026-05-22,M1,Evening,600,558,14,37,480,False
2026-05-22,M1,Night,552,515,6,22,480,False
2026-05-22,M2,Morning,533,522,11,12,480,False
2026-05-22,M2,Evening,533,516,13,11,480,False
2026-05-22,M2,Night,490,466,13,27,480,False
2026-05-22,M3,Morning,566,530,10,28,480,False
2026-05-22,M3,Evening,566,511,12,9,480,False
2026-05-22,M3,Night,520,505,10,28,480,False
2026-05-22,M4,Morning,500,477,6,29,480,False
2026-05-22,M4,Evening,500,493,13,13,480,False
2026-05-22,M4,Night,460,428,9,14,480,False
2026-05-22,M5,Morning,550,544,12,0,480,False
2026-05-22,M5,Evening,550,522,10,18,480,False
2026-05-22,M5,Night,506,470,12,27,480,False
2026-05-23,M1,Morning,420,398,7,18,480,False
2026-05-23,M1,Evening,420,395,6,23,480,False
2026-05-23,M1,Night,386,368,11,28,480,False
2026-05-23,M2,Morning,373,342,9,12,480,False
2026-05-23,M2,Evening,373,358,6,11,480,False
2026-05-23,M2,Night,343,325,1,6,480,False
2026-05-23,M3,Morning,396,370,8,16,480,False
2026-05-23,M3,Evening,396,353,6,22,480,False
2026-05-23,M3,Night,364,348,7,27,480,False
2026-05-23,M4,Morning,350,333,5,17,480,False
2026-05-23,M4,Evening,350,314,6,27,480,False
2026-05-23,M4,Night,322,309,9,17,480,False
2026-05-23,M5,Morning,385,377,7,29,480,False
2026-05-23,M5,Evening,385,361,9,29,480,False
2026-05-23,M5,Night,354,330,7,28,480,False
2026-05-24,M1,Morning,420,393,5,34,480,False
2026-05-24,M1,Evening,420,388,8,27,480,False
2026-05-24,M1,Night,386,355,5,21,480,False
2026-05-24,M2,Morning,373,330,6,20,480,False
2026-05-24,M2,Evening,373,347,4,30,480,False
2026-05-24,M2,Night,343,323,9,17,480,False
2026-05-24,M3,Morning,396,361,8,17,480,False
2026-05-24,M3,Evening,396,358,11,14,480,False
2026-05-24,M3,Night,364,322,9,15,480,False
2026-05-24,M4,Morning,350,322,3,31,480,False
2026-05-24,M4,Evening,350,315,7,25,480,False
2026-05-24,M4,Night,322,306,6,6,480,False
2026-05-24,M5,Morning,385,352,8,13,480,False
2026-05-24,M5,Evening,385,364,9,26,480,False
2026-05-24,M5,Night,354,319,11,24,480,False
2026-05-25,M1,Morning,600,563,16,36,480,False
2026-05-25,M1,Evening,600,538,11,2,480,False
2026-05-25,M1,Night,552,522,12,18,480,False
2026-05-25,M2,Morning,533,490,4,21,480,False
2026-05-25,M2,Evening,533,524,9,22,480,False
2026-05-25,M2,Night,490,437,10,16,480,False
2026-05-25,M3,Morning,566,519,9,16,480,False
2026-05-25,M3,Evening,566,538,7,16,480,False
2026-05-25,M3,Night,520,488,7,32,480,False
2026-05-25,M4,Morning,500,457,8,12,480,False
